Player ID,First Name,Last Name,Team,Season,Roster URL,Position,Height,Class
10639,Nevaeh,Farmer,Winston Salem State,2025-26,https://wssurams.com/sports/womens-basketball/stats/2025-26,,"5' 4""",JR
10640,Makayla,Waleed,Winston Salem State,2025-26,https://wssurams.com/sports/womens-basketball/stats/2025-26,,"5' 8""",SR
10641,Maia,Charles,Winston Salem State,2025-26,https://wssurams.com/sports/womens-basketball/stats/2025-26,,"6' 3""",SO
10642,Alana,Biosse,Winston Salem State,2025-26,https://wssurams.com/sports/womens-basketball/stats/2025-26,,"5' 9""",SO
10643,Jakaiya,Mack,Winston Salem State,2025-26,https://wssurams.com/sports/womens-basketball/stats/2025-26,,"5' 8""",SR
10646,Breonna,Roaf,Winston Salem State,2025-26,https://wssurams.com/sports/womens-basketball/stats/2025-26,,"5' 7""",FR
10647,Taylor,Simpson,Winston Salem State,2025-26,https://wssurams.com/sports/womens-basketball/stats/2025-26,,-,FR
10649,Jahmaria,Miles,Winston Salem State,2025-26,https://wssurams.com/sports/womens-basketball/stats/2025-26,,"6' 2""",SR
10748,Mary Elizabeth,Fox,UNRESOLVED (-1),2025-26,,,,
10751,Emma,Larios,UNRESOLVED (-1),2025-26,,,,
10809,Paola,Sierra,UNRESOLVED (-1),2025-26,,,,
10810,Karina,Rios,UNRESOLVED (-1),2025-26,,,,
10837,Rebekha,Rupert,West Virginia Wesleyan,2025-26,https://wesleyanbobcats.com/sports/womens-basketball/stats/2025-26,,,
10903,Noami,Zulueta,Indiana (PA),2025-26,https://iupathletics.com/sports/womens-basketball/stats/2025-26,,,
10904,Isabella,Vent,Indiana (PA),2025-26,https://iupathletics.com/sports/womens-basketball/stats/2025-26,,,
10916,Mo,Vincent,Seton Hill,2025-26,https://athletics.setonhill.edu/sports/womens-basketball/stats/2025-26,,,
10927,Kylie,Mulhlolland,UNRESOLVED (-1),2025-26,,,,
11059,Olivia,Meisner,Mansfield,2025-26,https://gomounties.com/sports/womens-basketball/stats/2025-26,,,
11060,Alyssa,Parks,Mansfield,2025-26,https://gomounties.com/sports/womens-basketball/stats/2025-26,,,
11063,Allie,Mumau,Shippensburg,2025-26,https://shipraiders.com/sports/womens-basketball/stats/2025-26,,,
11065,Madison-Marie,Nimmo,Millersville,2025-26,https://millersvilleathletics.com/sports/womens-basketball/stats/2025-26,,,
11067,Gabrielle,Bowes,Millersville,2025-26,https://millersvilleathletics.com/sports/womens-basketball/stats/2025-26,,,
11080,Zion,Duncan,UNRESOLVED (-1),2025-26,,,,
11525,Abigail,Jordan,UVA-Wise,2025-26,https://uvawisecavs.com/sports/womens-basketball/stats/2025-26,,,
11599,Paula,Llovich Pena,UNRESOLVED (-1),2025-26,,,,
11600,Macie,McNece,UNRESOLVED (-1),2025-26,,,,
11601,Ali,Kamies,UNRESOLVED (-1),2025-26,,,,
11602,Heaven,Shockley,UNRESOLVED (-1),2025-26,,,,
11603,Cassidy,Hambelton,UNRESOLVED (-1),2025-26,,,,
11604,Alyssa,McCarty,UNRESOLVED (-1),2025-26,,,,
11605,Carson,Dillard,UNRESOLVED (-1),2025-26,,,,
11606,Lydia,Babirye,UNRESOLVED (-1),2025-26,,,,
11607,Kamie,Jenkins,UNRESOLVED (-1),2025-26,,,,
11609,Emma,Mullings,UNRESOLVED (-1),2025-26,,,,
11610,Ellison,Mehrhoff,UNRESOLVED (-1),2025-26,,,,
11611,Brooklyn,Kearbey,UNRESOLVED (-1),2025-26,,,,
11646,Zoe,Davis,UNRESOLVED (-1),2025-26,,,,
11686,Andrea,Simmons,UNRESOLVED (-1),2025-26,,,,
11688,McKenzie,Smith,Northeastern State,2025-26,https://goriverhawksgo.com/sports/womens-basketball/stats/2025-26,,"6' 0""",R-So.
11691,Makala,Bingley,Northeastern State,2025-26,https://goriverhawksgo.com/sports/womens-basketball/stats/2025-26,,"5' 10""",SR
11698,Ndidiamaka,Chineke,Arkansas - Fort Smith,2025-26,https://uafortsmithlions.com/sports/womens-basketball/stats/2025-26,,,
11708,Cheyan,McDaniel,Rogers State,2025-26,https://rsuhillcats.com/sports/womens-basketball/stats/2025-26,,,
11725,Macee,Matthews,UNRESOLVED (-1),2025-26,,,,
11746,Sanaa,Dennis-Burch,Cal State East Bay,2025-26,https://eastbaypioneers.com/sports/womens-basketball/stats/2025-26,,"6' 1""",JR
11749,Shayla,Kantarevic,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Forward,"5' 10""",
11756,Alexandra,Thompson,San Francisco State,2025-26,https://sfstategators.com/sports/womens-basketball/stats/2025-26,,,
11769,Brianna,Thomas,UNRESOLVED (-1),2025-26,,,,
11771,Jaylo,Bello,UNRESOLVED (-1),2025-26,,,,
11772,Brooklyn,Coe,UNRESOLVED (-1),2025-26,,,,
11774,Sidney,Folkenberg,UNRESOLVED (-1),2025-26,,,,
11775,Meghan,Rasmussen,UNRESOLVED (-1),2025-26,,,,
11776,Tessa,Duncan,UNRESOLVED (-1),2025-26,,,,
11777,Delaney,Gunther,UNRESOLVED (-1),2025-26,,,,
11801,Avery,Burkhart,UNRESOLVED (-1),2025-26,,,,
11822,Kaylie,Neary,UNRESOLVED (-1),2025-26,,,,
11858,Antonia,Whorley,Christian Brothers,2025-26,https://cbubucs.com/sports/womens-basketball/stats/2025-26,,,
11861,Yagmur,Canguven,Southern Arkansas,2025-26,https://muleriderathletics.com/sports/womens-basketball/stats/2025-26,,,
11864,Lillie,Taylor,UNRESOLVED (-1),2025-26,,,,
11865,Kaidence,Prendergast,UNRESOLVED (-1),2025-26,,,,
11866,Liberty,Miller,UNRESOLVED (-1),2025-26,,,,
11867,Taniyah,Mays,UNRESOLVED (-1),2025-26,,,,
11868,Alida,Torres,UNRESOLVED (-1),2025-26,,,,
11869,Antaniece,Jackson,UNRESOLVED (-1),2025-26,,,,
11870,Desirae,Reed,UNRESOLVED (-1),2025-26,,,,
11929,Grace,Lynch,UNRESOLVED (-1),2025-26,,,,
11930,Danika,Starr,UNRESOLVED (-1),2025-26,,,,
11987,Clara,Enrich Tasias,Southwest Baptist,2025-26,https://www.sbubearcats.com/sports/womens-basketball/stats/2025-26,G,,FR
11988,Tinu,Fakunle,Southwest Baptist,2025-26,https://www.sbubearcats.com/sports/womens-basketball/stats/2025-26,G,,JR
11990,Gwen,O'Connell,Southwest Baptist,2025-26,https://www.sbubearcats.com/sports/womens-basketball/stats/2025-26,G,,SO
12072,Layla,Willams,Lewis,2025-26,https://lewisflyers.com/sports/womens-basketball/stats/2025-26,,,
12136,Alyssa,Hill,UNRESOLVED (-1),2025-26,,,,
12165,Amaya,Henderson,Davenport,2025-26,https://dupanthers.com/sports/womens-basketball/stats/2025-26,,,
12167,Katie,Hamill,UNRESOLVED (-1),2025-26,,,,
12173,Nakiyah,Hurst,Wisconsin Parkside,2025-26,https://parksiderangers.com/sports/womens-basketball/stats/2025-26,,,
12275,Aaliyah,Garcia,Azusa Pacific,2025-26,https://athletics.apu.edu/sports/womens-basketball/stats/2025-26,G,,JR
12293,Camryn,Kiernan,UNRESOLVED (-1),2025-26,,,,
12294,Genesis,Hopkins,UNRESOLVED (-1),2025-26,,,,
12295,Hannah,Vela,UNRESOLVED (-1),2025-26,,,,
12296,Myia,Collins,UNRESOLVED (-1),2025-26,,,,
12297,Ashari,Cassell,UNRESOLVED (-1),2025-26,,,,
12298,Asia,Darcuiel,UNRESOLVED (-1),2025-26,,,,
12299,Allison,Shumate,UNRESOLVED (-1),2025-26,,,,
12300,Cadence,Tarrant,UNRESOLVED (-1),2025-26,,,,
12301,Ellana,Klemp,UNRESOLVED (-1),2025-26,,,,
12302,Kayla,Cabaccang,UNRESOLVED (-1),2025-26,,,,
12303,Sophie,McWatt,UNRESOLVED (-1),2025-26,,,,
12362,Sofia,Addiego,Dominican (CA),2025-26,https://dominicanathletics.com/sports/womens-basketball/stats/2025-26,,,
12369,KalysaMarie,Ng,Hawaii Pacific,2025-26,https://hpusharks.com/sports/womens-basketball/stats/2025-26,,,
12372,Cadence,Williams,UNRESOLVED (-1),2025-26,,,,
12373,Laia,Pala,UNRESOLVED (-1),2025-26,,,,
12377,Tiana,Holland,Hawaii Pacific,2025-26,https://hpusharks.com/sports/womens-basketball/stats/2025-26,,"5' 8""",JR
12380,Madi,Borgan,Westmont,2025-26,https://athletics.westmont.edu/sports/womens-basketball/stats/2025-26,,,
12383,Juliette,Nichols,UNRESOLVED (-1),2025-26,,,,
12384,Sarah,Beaulieu,UNRESOLVED (-1),2025-26,,,,
12543,Zoe,Kennedy,Western State,2025-26,https://gomountaineers.com/sports/womens-basketball/stats/2025-26,,,
12570,Amaris,Valadez,New Mexico Highlands,2025-26,https://nmhuathletics.com/sports/womens-basketball/stats/2025-26,,,
12576,Mistidawn,Roybal,New Mexico Highlands,2025-26,https://nmhuathletics.com/sports/womens-basketball/stats/2025-26,,,
12642,Olivia,Towns,Western State,2025-26,https://gomountaineers.com/sports/womens-basketball/stats/2025-26,,,
12834,Marisa,Lee,UNRESOLVED (-1),2025-26,,,,
12846,Kenedee,Matthews,Virginia Union,2025-26,https://vuusports.com/sports/womens-basketball/roster,,,
13148,Aniyah,Rainey,Chowan,2025-26,https://gocuhawks.com/sports/womens-basketball/stats/2025-26,,,
13149,Nyeshia,Savage,Chowan,2025-26,https://gocuhawks.com/sports/womens-basketball/stats/2025-26,,,
13202,Shawntenna,Tillman,Coker,2025-26,https://www.cokercobras.com/sports/wbkb/2025-26/teams/coker?jsRendering=true,,,
13390,Tanya,Ghai,UNRESOLVED (-1),2025-26,,,,
13391,Katie,Resendiz,UNRESOLVED (-1),2025-26,,,,
13393,Cate,Shingler,UNRESOLVED (-1),2025-26,,,,
13395,Mason,Oberg,Western Washington,2025-26,https://wwuvikings.com/sports/womens-basketball/stats/2025-26,,,
13444,Sienna,Cherwinski,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 8""",
13546,Emilia,Long,Fresno State,2025-26,,,,
13566,Julia,Calvin,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,,,
13602,Kaylyn,Buchanon-Lamb,Dominican (CA),2025-26,https://dominicanathletics.com/sports/womens-basketball/stats/2025-26,,,
13683,Riley,Sanz,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 8""",
13684,Kyori,Lloyd,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Forward,"5' 10""",
13704,Kendal,Alloway,UNRESOLVED (-1),2025-26,,,,
13725,Shade,Satica,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 10""",
13726,Jordyn,Smith,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Center,"6' 2""",
13727,Jada,Barnes,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 4""",
13728,Kya,Kanoho,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 7""",
13729,Keana,Gosney,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 7""",
13730,Kyra,Stewart,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 7""",
13731,Leamsi,Acuna,Humboldt State,2025-26,https://humboldtathletics.com/sports/womens-basketball/stats/2025-26,Guard,"5' 5""",
13747,MilaSarai,Tau,UNRESOLVED (-1),2025-26,,,,
13750,Aaliyah,Dias,UNRESOLVED (-1),2025-26,,,,
13757,Demi,Thompson Lopez,Cal State Monterey Bay,2025-26,https://otterathletics.com/sports/womens-basketball/stats/2025-26,,,
13784,Jakiyah,Keith,UNRESOLVED (-1),2025-26,,,,
13785,I'ziah,McCutchins,UNRESOLVED (-1),2025-26,,,,
13786,Niya,Moon,UNRESOLVED (-1),2025-26,,,,
13787,Na'Yel,Camper,UNRESOLVED (-1),2025-26,,,,
13788,Julia,Craft,UNRESOLVED (-1),2025-26,,,,
13789,Kemara,Washington,UNRESOLVED (-1),2025-26,,,,
13790,Trea,Blalock,UNRESOLVED (-1),2025-26,,,,
13791,Haley,Johnson,UNRESOLVED (-1),2025-26,,,,
13792,Maya,Crawford,UNRESOLVED (-1),2025-26,,,,
13793,Tyra,Wilson,UNRESOLVED (-1),2025-26,,,,
13794,Emaleigh,Tarpley,UNRESOLVED (-1),2025-26,,,,
13795,Ty,Buckley,UNRESOLVED (-1),2025-26,,,,
13796,AC,Whitehead,UNRESOLVED (-1),2025-26,,,,
13797,Faith,Colston,UNRESOLVED (-1),2025-26,,,,
13798,Myajae,Eubanks,UNRESOLVED (-1),2025-26,,,,
13799,Mariyah,Person,UNRESOLVED (-1),2025-26,,,,
13800,Ever,Walker,UNRESOLVED (-1),2025-26,,,,
13801,Maddie,Brillhart,UNRESOLVED (-1),2025-26,,,,
13802,Kayla,Gordon,UNRESOLVED (-1),2025-26,,,,
13803,Jordan,Harris,UNRESOLVED (-1),2025-26,,,,
13804,Megan,Biliter,UNRESOLVED (-1),2025-26,,,,
13805,Gibson,Boykin,UNRESOLVED (-1),2025-26,,,,
13806,Emery,Tollett,UNRESOLVED (-1),2025-26,,,,
13807,Jadyn,Cooper,UNRESOLVED (-1),2025-26,,,,
13808,Shaiya,Francis,UNRESOLVED (-1),2025-26,,,,
13809,Hailey,Brooks,UNRESOLVED (-1),2025-26,,,,
13810,Alicia,Cruz,UNRESOLVED (-1),2025-26,,,,
13811,Kelsey,Holt,UNRESOLVED (-1),2025-26,,,,
13812,Kelsey,Cruz,UNRESOLVED (-1),2025-26,,,,
13813,Kaylen,Schultz,UNRESOLVED (-1),2025-26,,,,
13814,Alexis,Healy,UNRESOLVED (-1),2025-26,,,,
13815,Lyric,Prinzi,UNRESOLVED (-1),2025-26,,,,
13818,Laila,Battle,UNRESOLVED (-1),2025-26,,,,
13819,Amanda,Mclendon,UNRESOLVED (-1),2025-26,,,,
13820,Mya,Anderson,UNRESOLVED (-1),2025-26,,,,
13821,Annika,Bonds,UNRESOLVED (-1),2025-26,,,,
13822,Kyra,Ware,UNRESOLVED (-1),2025-26,,,,
13823,Adazha,Burrell,UNRESOLVED (-1),2025-26,,,,
13824,Skylar,Edwards,UNRESOLVED (-1),2025-26,,,,
13825,Hope,Harrell,UNRESOLVED (-1),2025-26,,,,
13826,Malea,Graves,UNRESOLVED (-1),2025-26,,,,
13827,Carmyn,Bowden,UNRESOLVED (-1),2025-26,,,,
13828,Deasia,Stinson,UNRESOLVED (-1),2025-26,,,,
13829,Carltajah,Jackson,UNRESOLVED (-1),2025-26,,,,
13830,Jasmine,Owens,UNRESOLVED (-1),2025-26,,,,
13831,Zori,Tarrance,UNRESOLVED (-1),2025-26,,,,
13840,Jersey,McGehee,UNRESOLVED (-1),2025-26,,,,
13841,Ellie,Bost,UNRESOLVED (-1),2025-26,,,,
13842,Ellie,Waard,UNRESOLVED (-1),2025-26,,,,
13843,Kaleah,Medeiros,UNRESOLVED (-1),2025-26,,,,
13844,Ella,Whitaker,UNRESOLVED (-1),2025-26,,,,
13845,Griffyn,Eyman,UNRESOLVED (-1),2025-26,,,,
13846,Taimane,Auwae,UNRESOLVED (-1),2025-26,,,,
13847,Kamille,Febo-Santiag,UNRESOLVED (-1),2025-26,,,,
13848,Adriana,Milanez,UNRESOLVED (-1),2025-26,,,,
13849,Hailey,Monte,UNRESOLVED (-1),2025-26,,,,
13850,Faith,Dumlao,UNRESOLVED (-1),2025-26,,,,
13857,Faith,Feuerbach,UNRESOLVED (-1),2025-26,,,,
13858,Alyssa,Sand,UNRESOLVED (-1),2025-26,,,,
13859,Jada,Hood,UNRESOLVED (-1),2025-26,,,,
13860,Savannah,McGowan,UNRESOLVED (-1),2025-26,,,,
13861,Autumn,McCall,UNRESOLVED (-1),2025-26,,,,
13862,Laura,Hauge,UNRESOLVED (-1),2025-26,,,,
13863,Mikayla,Werner,UNRESOLVED (-1),2025-26,,,,
13864,Savannah,Gage,UNRESOLVED (-1),2025-26,,,,
13865,Kammie,Ludwig,UNRESOLVED (-1),2025-26,,,,
13866,Abbey,Vallance,UNRESOLVED (-1),2025-26,,,,
13867,Addison,Schliewe,UNRESOLVED (-1),2025-26,,,,
13868,Lydia,Aalsma,UNRESOLVED (-1),2025-26,,,,
13870,Campbell,Mathews,UC Merced,2025-26,https://ucmercedbobcats.com/sports/womens-basketball/stats/2025-26,,,
13871,Tiara,Bolden,Oregon State,2025-26,,,,
13872,Ally,Schimel,Oregon State,2025-26,,,,
13873,Jenna,Villa,Oregon State,2025-26,,,,
13874,Kennedie,Shuler,Oregon State,2025-26,,,,
13875,Lizzy,Williamson,Oregon State,2025-26,,,,
13876,Katelyn,Field,Oregon State,2025-26,,,,
13877,Lara,Alonso,Oregon State,2025-26,,,,
13878,Susana,Yepes,Oregon State,2025-26,,,,
13879,Nene,Sow,Oregon State,2025-26,,,,
13880,Elisa,Mehyar,Oregon State,2025-26,,,,
13881,Lucia,Navarro,Oregon State,2025-26,,,,
13882,Cloe,Vecina,Oregon State,2025-26,,,,
13883,Mackenzie,Shivers,Oregon State,2025-26,,,,
13884,Keira,Lindemans,Oregon State,2025-26,,,,
13910,Ashlyn,Waggoner,Alaska - Fairbanks,2025-26,https://alaskananooks.com/sports/womens-basketball/stats/2025-26,,,
13911,Paige,Macduff,UNRESOLVED (-1),2025-26,,,,
13912,Hanne,Hopkins,UNRESOLVED (-1),2025-26,,,,
13913,Kylie,Ritter,UNRESOLVED (-1),2025-26,,,,
13914,Mia,Skoro,UNRESOLVED (-1),2025-26,,,,
13915,Tara,Ushiro,UNRESOLVED (-1),2025-26,,,,
13916,Sophia,Hardy,UNRESOLVED (-1),2025-26,,,,
13917,Emma,Boehm,UNRESOLVED (-1),2025-26,,,,
13918,Laney,Snelling,UNRESOLVED (-1),2025-26,,,,
13919,Madeline,Schumacher,UNRESOLVED (-1),2025-26,,,,
13920,Sophie,Carbajal,UNRESOLVED (-1),2025-26,,,,
13921,Aubrey,Case,UNRESOLVED (-1),2025-26,,,,
13922,Addison,Dippel,UNRESOLVED (-1),2025-26,,,,
13923,Lara,Alonso-Basurto Cumplido,Oregon State,2025-26,,,,
13924,Evie,Roach,Hawaii Hilo,2025-26,https://hiloathletics.com/sports/womens-basketball/stats/2025-26,,,
